course_id,place,title,image,text
d802cc81-fa37-4463-80a6-119f9767a308,1,Data Classes dan Collections,/image/mobile.png,"Data Classes adalah salah satu fitur khusus di Kotlin yang memungkinkan developer untuk membuat class dengan mudah dan singkat. Data Classes biasanya digunakan untuk merepresentasikan data sederhana seperti objek dari suatu model. Collections adalah tipe data Kotlin yang digunakan untuk menyimpan kumpulan objek. Ada beberapa jenis Collections di Kotlin, seperti List, Set, dan Map. Penggunaan Collections memudahkan dalam pengelolaan data dan manipulasi data."
4ff43f8a-e086-45c2-ae8e-141cf399a3f6,1,Kotlin Functional Programming,/image/mobile.png,"Kotlin mendukung konsep pemrograman fungsional, yang membuat kode lebih mudah dibaca dan dipahami. Pemrograman fungsional pada Kotlin menggunakan fungsi sebagai tipe data, lambda expressions, higher-order functions, dan immutable data. Keuntungan dari menggunakan pemrograman fungsional adalah membuat kode lebih mudah di-debug dan ditingkatkan kinerja aplikasi."
de28628f-4a54-4b86-ba62-c5ca5ec1c519,1,Kotlin Object-Oriented Programming,/image/mobile.png,"Kotlin juga mendukung konsep pemrograman berorientasi objek, yang sering digunakan dalam pengembangan aplikasi Android. Kotlin mendukung beberapa fitur OOP seperti class, object, inheritance, interface, dan encapsulation. Kotlin juga mendukung penggunaan fungsi sebagai tipe data, yang dapat digunakan sebagai pengganti objek."
d6cedcea-d9e2-44e5-9377-d6bb270e5f78,1,Kotlin Generics,/image/mobile.png,Generics adalah salah satu fitur penting dalam Kotlin yang memungkinkan membuat kode yang lebih generik dan dapat digunakan ulang dengan tipe data yang berbeda. Kotlin mendukung penggunaan generics untuk memungkinkan tipe data yang berbeda digunakan dalam sebuah class atau fungsi. Keuntungan dari penggunaan generics adalah menghemat waktu dalam penulisan kode dan meminimalkan error.
2b248422-5313-4d40-bde6-3b32b3c9ac52,1,Berkenalan dengan Coroutines,/image/mobile.png,"Coroutines adalah salah satu fitur baru di Kotlin yang mendukung asynchronous programming. Coroutines dapat membantu mempermudah penggunaan kode asynchronous, membuatnya lebih mudah dibaca dan dimengerti. Coroutines juga dapat membantu meningkatkan kinerja aplikasi dan mengurangi penggunaan memory."
991c7694-ec46-450d-abc1-b47ab1bb6e41,1,Dasar Pengembangan Aplikasi Android,/image/mobile.png,"Dasar pengembangan aplikasi Android mencakup beberapa konsep seperti activity, layout, view, dan resources. Activity adalah komponen dasar aplikasi Android yang digunakan untuk menampilkan UI ke pengguna. Layout digunakan untuk menentukan tampilan dan posisi elemen UI. View adalah elemen dasar pada UI seperti tombol, teks, gambar, dan lain-lain. Resources digunakan untuk menyimpan file seperti gambar, string, dan konfigurasi lainnya."
e9fdbf92-8901-4d3d-984f-31aa639efce8,1,Fragment,/image/mobile.png,"Fragment adalah konsep yang digunakan di Android untuk mengelola UI yang kompleks dengan membagi tampilan menjadi beberapa fragmen. Fragmen dapat digunakan untuk menampilkan beberapa tampilan pada satu layar, atau untuk membuat navigasi yang lebih kompleks."
63fc4048-ea01-47ce-aefb-7793d6d53915,1,Navigation,/image/mobile.png,Navigation adalah salah satu konsep penting dalam pengembangan aplikasi Android yang memungkinkan pengguna untuk berpindah antara layar dalam aplikasi. Navigation dapat membantu memudahkan penggunaan aplikasi dan meningkatkan UX.
edb5749d-ed25-4929-a524-51dac04e2e52,1,Background Thread dan Networking,/image/mobile.png,"Android mendukung penggunaan background thread untuk menjalankan proses jaringan (networking) dan tugas yang membutuhkan waktu lama. Proses networking dan tugas yang membutuhkan waktu lama dapat memblokir main thread dan membuat aplikasi menjadi lambat. Dengan menggunakan background thread, aplikasi dapat tetap responsif dan tidak terpengaruh oleh proses networking atau tugas yang membutuhkan waktu lama."
5564e197-d473-48f3-a9a2-560f07029de1,1,Android Architecture Component,/image/mobile.png,"Android Architecture Component adalah kumpulan library yang disediakan oleh Google untuk memudahkan pengembangan aplikasi Android. Komponen tersebut mencakup ViewModel, LiveData, Room, dan WorkManager. ViewModel digunakan untuk mengelola data yang terkait dengan UI, LiveData digunakan untuk menghubungkan data ViewModel dengan UI, Room digunakan untuk mengakses database lokal, dan WorkManager digunakan untuk menjalankan tugas background secara periodik."
1cbfd3c5-201d-409f-a827-1de66758e713,1,Studi Kasus Implementasi Navigation dan API,/image/mobile.png,Studi kasus implementasi navigation dan API adalah cara untuk belajar pengembangan aplikasi Android dengan mempraktikkan konsep-konsep yang telah dipelajari. Studi kasus biasanya melibatkan penggunaan API untuk mengambil data dan menampilkan data tersebut menggunakan navigation dan UI.
c4820218-9157-4422-9041-69edc145d6cc,1,Testing,/image/mobile.png,"Testing adalah bagian penting dalam pengembangan aplikasi Android untuk memastikan aplikasi berjalan dengan baik dan sesuai dengan harapan pengguna. Android Studio menyediakan fitur untuk melakukan testing seperti Unit Testing dan Instrumented Testing. Unit Testing digunakan untuk menguji logika bisnis dan komponen aplikasi tanpa melibatkan interaksi dengan sistem operasi, sedangkan Instrumented Testing digunakan untuk menguji integrasi aplikasi dengan sistem operasi dan device."
416e0433-dbae-4c49-b559-2acbe0de3066,1,Local Data Persistent,/image/mobile.png,"Local data persistence adalah kemampuan aplikasi untuk menyimpan data secara lokal di perangkat. Android menyediakan beberapa cara untuk melakukan local data persistent seperti menggunakan SharedPreferences, SQLite database, atau Room library. Dengan menggunakan local data persistent, aplikasi dapat mempercepat akses data dan menghemat penggunaan bandwidth internet."
286286a3-1380-414a-b0ec-a607be4af4a0,1,Background Task & Scheduler,/image/mobile.png,"Background task dan scheduler adalah cara untuk menjalankan tugas pada background thread secara periodik atau terjadwal. Android menyediakan fitur seperti JobScheduler, AlarmManager, dan WorkManager untuk menjalankan tugas pada background thread. Dengan menggunakan background task dan scheduler, aplikasi dapat menjalankan tugas pada background thread tanpa mempengaruhi performa aplikasi."
952f6af5-a21f-4ec5-b213-21485b11b644,1,Pengenalan Android Studio,/image/mobile.png,"Android Studio adalah Integrated Development Environment (IDE) resmi untuk pengembangan aplikasi Android. Android Studio menyediakan fitur seperti Android SDK Manager, Layout Editor, dan Profiler untuk membantu pengembangan aplikasi Android. Android Studio juga dilengkapi dengan emulator yang dapat digunakan untuk menguji aplikasi pada berbagai jenis device."
